name,id,external_id,attack_url,class,tactics,platforms,permissions,rule_id,rule_desc,rule_evidence,is_fallback
Service Exhaustion Flood,attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,T1499.002,https://attack.mitre.org/techniques/T1499/002,ID,impact,Windows;IaaS;Linux;macOS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Replication Through Removable Media,attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4,T1091,https://attack.mitre.org/techniques/T1091,ID,initial-access;lateral-movement,Windows,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Impair Defenses,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529,T1562,https://attack.mitre.org/techniques/T1562,ID,defense-evasion,Windows;IaaS;Linux;macOS;Containers;Network Devices;Identity Provider;Office Suite;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider,False
Supply Chain Compromise,attack-pattern--3f18edba-28f4-4bb9-82c3-8aa60dcac5f7,T1195,https://attack.mitre.org/techniques/T1195,ID,initial-access,Linux;Windows;macOS;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Exploit Public-Facing Application,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,T1190,https://attack.mitre.org/techniques/T1190,ID,initial-access,Containers;ESXi;IaaS;Linux;macOS;Network Devices;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Credentials from Password Stores,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0,T1555,https://attack.mitre.org/techniques/T1555,ID,credential-access,IaaS;Linux;macOS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Exfiltration Over Web Service,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807,T1567,https://attack.mitre.org/techniques/T1567,ID,exfiltration,ESXi;Linux;macOS;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Unsecured Credentials,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517,T1552,https://attack.mitre.org/techniques/T1552,ID,credential-access,Windows;SaaS;IaaS;Linux;macOS;Containers;Network Devices;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Exfiltration Over Webhook,attack-pattern--43f2776f-b4bd-4118-94b8-fee47e69676d,T1567.004,https://attack.mitre.org/techniques/T1567/004,ID,exfiltration,Windows;macOS;Linux;SaaS;Office Suite;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Direct Cloud VM Connections,attack-pattern--45241b9e-9bbc-4826-a2cc-78855e51ca09,T1021.008,https://attack.mitre.org/techniques/T1021/008,ID,lateral-movement,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
SSH Hijacking,attack-pattern--4d2a5b3e-340d-4600-9123-309dd63c9bf8,T1563.001,https://attack.mitre.org/techniques/T1563/001,ID,lateral-movement,Linux;macOS,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
SMB/Windows Admin Shares,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,T1021.002,https://attack.mitre.org/techniques/T1021/002,ID,lateral-movement,Windows,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Implant Internal Image,attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f,T1525,https://attack.mitre.org/techniques/T1525,ID,persistence,IaaS;Containers,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Use Alternate Authentication Material,attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814,T1550,https://attack.mitre.org/techniques/T1550,ID,defense-evasion;lateral-movement,Windows;SaaS;IaaS;Containers;Identity Provider;Office Suite;Linux,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Remote Services,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba,T1021,https://attack.mitre.org/techniques/T1021,ID,lateral-movement,Linux;macOS;Windows;IaaS;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Hybrid Identity,attack-pattern--54ca26f3-c172-4231-93e5-ccebcac2161f,T1556.007,https://attack.mitre.org/techniques/T1556/007,ID,credential-access;defense-evasion;persistence,Windows;SaaS;IaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Cloud API,attack-pattern--55bb4471-ff1f-43b4-88c1-c9384ec47abf,T1059.009,https://attack.mitre.org/techniques/T1059/009,ID,execution,IaaS;Identity Provider;Office Suite;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Cloud Infrastructure Discovery,attack-pattern--57a3d31a-d04f-4663-b2da-7df8ec3f8c9d,T1580,https://attack.mitre.org/techniques/T1580,ID,discovery,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Defacement,attack-pattern--5909f20f-3c39-4795-be06-ef1ea40d350b,T1491,https://attack.mitre.org/techniques/T1491,ID,impact,Windows;IaaS;Linux;macOS;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Unused/Unsupported Cloud Regions,attack-pattern--59bd0dec-f8b2-4b9a-9141-37a1e6899761,T1535,https://attack.mitre.org/techniques/T1535,ID,defense-evasion,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Remote Service Session Hijacking,attack-pattern--5b0ad6f8-6a16-4966-a4ef-d09ea6e2a9f5,T1563,https://attack.mitre.org/techniques/T1563,ID,lateral-movement,Linux;macOS;Windows,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Windows Remote Management,attack-pattern--60d0c01d-e2bf-49dd-a453-f8a9c9fa6f65,T1021.006,https://attack.mitre.org/techniques/T1021/006,ID,lateral-movement,Windows,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Default Accounts,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d,T1078.001,https://attack.mitre.org/techniques/T1078/001,ID,defense-evasion;initial-access;persistence;privilege-escalation,Windows;SaaS;IaaS;Linux;macOS;Containers;Network Devices;Office Suite;Identity Provider;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Abuse Elevation Control Mechanism,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b,T1548,https://attack.mitre.org/techniques/T1548,ID,defense-evasion;privilege-escalation,Linux;macOS;Windows;IaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider,False
Distributed Component Object Model,attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd,T1021.003,https://attack.mitre.org/techniques/T1021/003,ID,lateral-movement,Windows,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Password Spraying,attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c,T1110.003,https://attack.mitre.org/techniques/T1110/003,ID,credential-access,Containers;ESXi;IaaS;Identity Provider;Linux;Network Devices;Office Suite;SaaS;Windows;macOS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
SSH Authorized Keys,attack-pattern--6b57dc31-b814-4a03-8706-28bc20d739c4,T1098.004,https://attack.mitre.org/techniques/T1098/004,ID,persistence;privilege-escalation,Linux;macOS;IaaS;Network Devices;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Temporary Elevated Cloud Access,attack-pattern--6fa224c7-5091-4595-bf15-3fc9fe2f2c7c,T1548.005,https://attack.mitre.org/techniques/T1548/005,ID,defense-evasion;privilege-escalation,IaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider,False
Delete Cloud Instance,attack-pattern--70857657-bd0b-4695-ad3e-b13f92cac1b4,T1578.003,https://attack.mitre.org/techniques/T1578/003,ID,defense-evasion,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Bandwidth Hijacking,attack-pattern--718cb208-6446-4572-a2f0-9c799c60091e,T1496.002,https://attack.mitre.org/techniques/T1496/002,ID,impact,Linux;Windows;macOS;IaaS;Containers,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Account Discovery,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,T1087,https://attack.mitre.org/techniques/T1087,ID,discovery,ESXi;IaaS;Identity Provider;Linux;macOS;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Command and Scripting Interpreter,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,T1059,https://attack.mitre.org/techniques/T1059,ID,execution,ESXi;IaaS;Identity Provider;Linux;macOS;Network Devices;Office Suite;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider,False
Poisoned Pipeline Execution,attack-pattern--7655ac3b-dfde-49c5-a967-242856174434,T1677,https://attack.mitre.org/techniques/T1677,ID,execution,SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Disable or Modify Cloud Firewall,attack-pattern--77532a55-c283-4cd2-bc5d-2d0b65e9d88c,T1562.007,https://attack.mitre.org/techniques/T1562/007,ID,defense-evasion,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Confluence,attack-pattern--7ad38ef1-381a-406d-872a-38b136eb5ecc,T1213.001,https://attack.mitre.org/techniques/T1213/001,ID,collection,SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Pass the Ticket,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926,T1550.003,https://attack.mitre.org/techniques/T1550/003,ID,defense-evasion;lateral-movement,Windows,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Traffic Duplication,attack-pattern--7c46b364-8496-4234-8a56-f7e6727e21e1,T1020.001,https://attack.mitre.org/techniques/T1020/001,ID,exfiltration,Network Devices;IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Data Staged,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,T1074,https://attack.mitre.org/techniques/T1074,ID,collection,Windows;IaaS;Linux;macOS;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Steal or Forge Authentication Certificates,attack-pattern--7de1f7ac-5d0c-4c9c-8873-627202205331,T1649,https://attack.mitre.org/techniques/T1649,ID,credential-access,Windows;Linux;macOS;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,Identity Provider,False
Device Registration,attack-pattern--7decb26c-715c-40cf-b7e0-026f7d7cc215,T1098.005,https://attack.mitre.org/techniques/T1098/005,ID,persistence;privilege-escalation,Windows;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,Identity Provider,False
System Network Connections Discovery,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,T1049,https://attack.mitre.org/techniques/T1049,ID,discovery,Windows;IaaS;Linux;macOS;Network Devices;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Credentials In Files,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,T1552.001,https://attack.mitre.org/techniques/T1552/001,ID,credential-access,Containers;IaaS;Linux;macOS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Financial Theft,attack-pattern--851e071f-208d-4c79-adc6-5974c85c78f3,T1657,https://attack.mitre.org/techniques/T1657,ID,impact,Linux;macOS;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Cloud Storage Object Discovery,attack-pattern--8565825b-21c8-4518-b75e-cbc4c717a156,T1619,https://attack.mitre.org/techniques/T1619,ID,discovery,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Web Cookies,attack-pattern--861b8fd2-57f3-4ee1-ab5d-c19c3b8c7a4a,T1606.001,https://attack.mitre.org/techniques/T1606/001,ID,credential-access,Linux;macOS;Windows;SaaS;IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;SaaS,False
Log Enumeration,attack-pattern--866d0d6d-02c6-42bd-aa2f-02907fdc0969,T1654,https://attack.mitre.org/techniques/T1654,ID,discovery,ESXi;IaaS;Linux;macOS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Cloud Services,attack-pattern--8861073d-d1b8-4941-82ce-dce621d398f0,T1021.007,https://attack.mitre.org/techniques/T1021/007,ID,lateral-movement,IaaS;Identity Provider;Office Suite;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Steal Application Access Token,attack-pattern--890c9858-598c-401d-a4d5-c67ebcdd703a,T1528,https://attack.mitre.org/techniques/T1528,ID,credential-access,SaaS;Containers;IaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Additional Cloud Credentials,attack-pattern--8a2f40cf-8325-47f9-96e4-b1ca4c7389bd,T1098.001,https://attack.mitre.org/techniques/T1098/001,ID,persistence;privilege-escalation,IaaS;Identity Provider;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
User Execution,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,T1204,https://attack.mitre.org/techniques/T1204,ID,execution,Linux;Windows;macOS;IaaS;Containers,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Cloud Account,attack-pattern--8f104855-e5b7-4077-b1f5-bc3103b41abe,T1087.004,https://attack.mitre.org/techniques/T1087/004,ID,discovery,IaaS;Identity Provider;Office Suite;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Cloud Service Hijacking,attack-pattern--924d273c-be0d-4d8d-af58-2dddb15ef1e2,T1496.004,https://attack.mitre.org/techniques/T1496/004,ID,impact,SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Software Deployment Tools,attack-pattern--92a78814-b191-47ca-909c-1ccfe3777414,T1072,https://attack.mitre.org/techniques/T1072,ID,execution;lateral-movement,Linux;macOS;Network Devices;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Forge Web Credentials,attack-pattern--94cb00a4-b295-4d06-aa2b-5653b9c1be9c,T1606,https://attack.mitre.org/techniques/T1606,ID,credential-access,SaaS;Windows;macOS;Linux;IaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Multi-Factor Authentication Request Generation,attack-pattern--954a1639-f2d6-407d-aef3-4917622ca493,T1621,https://attack.mitre.org/techniques/T1621,ID,credential-access,Windows;Linux;macOS;IaaS;SaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Chat Messages,attack-pattern--9664ad0e-789e-40ac-82e2-d7b17fbe8fb3,T1552.008,https://attack.mitre.org/techniques/T1552/008,ID,credential-access,SaaS;Office Suite,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Exploitation for Credential Access,attack-pattern--9c306d8d-cde7-4b4c-b6e8-d0bb16caca36,T1212,https://attack.mitre.org/techniques/T1212,ID,credential-access,Linux;Windows;macOS;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,Identity Provider,False
Exploitation of Remote Services,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,T1210,https://attack.mitre.org/techniques/T1210,ID,lateral-movement,Linux;Windows;macOS;ESXi,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Internal Spearphishing,attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747,T1534,https://attack.mitre.org/techniques/T1534,ID,lateral-movement,Windows;macOS;Linux;SaaS;Office Suite,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Trusted Relationship,attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925,T1199,https://attack.mitre.org/techniques/T1199,ID,initial-access,Windows;SaaS;IaaS;Linux;macOS;Identity Provider;Office Suite,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Cloud Account,attack-pattern--a009cb25-4801-4116-9105-80a91cf15c1b,T1136.003,https://attack.mitre.org/techniques/T1136/003,ID,persistence,IaaS;SaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Account Manipulation,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,T1098,https://attack.mitre.org/techniques/T1098,ID,persistence;privilege-escalation,Containers;ESXi;IaaS;Identity Provider;Linux;macOS;Network Devices;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Exfiltration Over Alternative Protocol,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,T1048,https://attack.mitre.org/techniques/T1048,ID,exfiltration,ESXi;IaaS;Linux;macOS;Network Devices;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;SaaS,False
Phishing,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b,T1566,https://attack.mitre.org/techniques/T1566,ID,initial-access,Identity Provider;Linux;macOS;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,Identity Provider;SaaS,False
Compute Hijacking,attack-pattern--a718a0c8-5768-41a1-9958-a1cc3f995e99,T1496.001,https://attack.mitre.org/techniques/T1496/001,ID,impact,Windows;IaaS;Linux;macOS;Containers,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Brute Force,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,T1110,https://attack.mitre.org/techniques/T1110,ID,credential-access,Containers;ESXi;IaaS;Identity Provider;Linux;macOS;Network Devices;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Disable or Modify Tools,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579,T1562.001,https://attack.mitre.org/techniques/T1562/001,ID,defense-evasion,Containers;IaaS;Linux;macOS;Network Devices;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Malicious Image,attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec,T1204.003,https://attack.mitre.org/techniques/T1204/003,ID,execution,IaaS;Containers,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Valid Accounts,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,T1078,https://attack.mitre.org/techniques/T1078,ID,defense-evasion;initial-access;persistence;privilege-escalation,Containers;ESXi;IaaS;Identity Provider;Linux;macOS;Network Devices;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Account Access Removal,attack-pattern--b24e2a20-3b3d-4bf0-823b-1ed765398fb0,T1531,https://attack.mitre.org/techniques/T1531,ID,impact,Linux;macOS;Windows;SaaS;IaaS;Office Suite;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;SaaS,False
Credential Stuffing,attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc,T1110.004,https://attack.mitre.org/techniques/T1110/004,ID,credential-access,Windows;SaaS;IaaS;Linux;macOS;Containers;Network Devices;Office Suite;Identity Provider;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Multi-Factor Authentication,attack-pattern--b4409cd8-0da9-46e1-a401-a241afd4d1cc,T1556.006,https://attack.mitre.org/techniques/T1556/006,ID,credential-access;defense-evasion;persistence,Windows;SaaS;IaaS;Linux;macOS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Password Policy Discovery,attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5,T1201,https://attack.mitre.org/techniques/T1201,ID,discovery,Windows;Linux;macOS;IaaS;Network Devices;Identity Provider;SaaS;Office Suite,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Event Triggered Execution,attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db,T1546,https://attack.mitre.org/techniques/T1546,ID,persistence;privilege-escalation,Linux;macOS;Windows;SaaS;IaaS;Office Suite,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;SaaS,False
Data Encrypted for Impact,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,T1486,https://attack.mitre.org/techniques/T1486,ID,impact,ESXi;IaaS;Linux;macOS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Spearphishing Voice,attack-pattern--bb5e59c4-abe7-40c7-8196-e373cb1e5974,T1566.004,https://attack.mitre.org/techniques/T1566/004,ID,initial-access,Linux;macOS;Windows;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,Identity Provider,False
Customer Relationship Management Software,attack-pattern--bbfbb096-6561-4d7d-aa2c-a5ee8e44c696,T1213.004,https://attack.mitre.org/techniques/T1213/004,ID,collection,SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Lateral Tool Transfer,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,T1570,https://attack.mitre.org/techniques/T1570,ID,lateral-movement,ESXi;Linux;macOS;Windows,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Cloud Application Integration,attack-pattern--c31aebd6-c9b5-420f-ba2a-5853bbf897fa,T1671,https://attack.mitre.org/techniques/T1671,ID,persistence,Office Suite;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Web Session Cookie,attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0,T1550.004,https://attack.mitre.org/techniques/T1550/004,ID,defense-evasion;lateral-movement,SaaS;IaaS;Office Suite,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;SaaS,False
Endpoint Denial of Service,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4,T1499,https://attack.mitre.org/techniques/T1499,ID,impact,Windows;Linux;macOS;Containers;IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
System Location Discovery,attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979,T1614,https://attack.mitre.org/techniques/T1614,ID,discovery,IaaS;Linux;macOS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Impersonation,attack-pattern--c9e0c59e-162e-40a4-b8b1-78fab4329ada,T1656,https://attack.mitre.org/techniques/T1656,ID,defense-evasion,Linux;macOS;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Modify Cloud Compute Configurations,attack-pattern--ca00366b-83a1-4c7b-a0ce-8ff950a7c87f,T1578.005,https://attack.mitre.org/techniques/T1578/005,ID,defense-evasion,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Disable or Modify Cloud Logs,attack-pattern--cacc40da-4c9e-462c-80d5-fd70a178b12d,T1562.008,https://attack.mitre.org/techniques/T1562/008,ID,defense-evasion,IaaS;SaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Security Software Discovery,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,T1518.001,https://attack.mitre.org/techniques/T1518/001,ID,discovery,IaaS;Linux;macOS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Resource Hijacking,attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783,T1496,https://attack.mitre.org/techniques/T1496,ID,impact,Windows;IaaS;Linux;macOS;Containers;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;SaaS,False
Conditional Access Policies,attack-pattern--ceaeb6d8-95ee-4da2-9d42-dc6aa6ca43ae,T1556.009,https://attack.mitre.org/techniques/T1556/009,ID,credential-access;defense-evasion;persistence,IaaS;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider,False
Create Cloud Instance,attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c,T1578.002,https://attack.mitre.org/techniques/T1578/002,ID,defense-evasion,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
