name,id,external_id,attack_url,class,tactics,platforms,permissions,rule_id,rule_desc,rule_evidence,is_fallback
Disable or Modify Network Device Firewall,attack-pattern--a0f84e1d-d25c-4dd1-bb26-3c0e68471530,T1562.013,https://attack.mitre.org/techniques/T1562/013,VMR,defense-evasion,Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Kernel Modules and Extensions,attack-pattern--a1b52199-c8c5-438a-9ded-656f1d0888c6,T1547.006,https://attack.mitre.org/techniques/T1547/006,VMR,persistence;privilege-escalation,macOS;Linux,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Kernel Modules and Extensions,False
Delay Execution,attack-pattern--a1df809c-7d0e-459f-8fe5-25474bab770b,T1678,https://attack.mitre.org/techniques/T1678,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
GUI Input Capture,attack-pattern--a2029942-0a85-4947-b23c-ca434698171d,T1056.002,https://attack.mitre.org/techniques/T1056/002,VMR,collection;credential-access,macOS;Windows;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Tool,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,T1588.002,https://attack.mitre.org/techniques/T1588/002,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exfiltration over USB,attack-pattern--a3e1e6c5-9c74-4fc0-a16c-a9d228c17829,T1052.001,https://attack.mitre.org/techniques/T1052/001,VMR,exfiltration,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
KernelCallbackTable,attack-pattern--a4657bc9-d22f-47d2-a7b7-dd6ec33f3dde,T1574.013,https://attack.mitre.org/techniques/T1574/013,VMR,defense-evasion;persistence;privilege-escalation,Windows,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,KernelCallbackTable,False
Search Closed Sources,attack-pattern--a51eb150-93b1-484b-a503-e51453b127a4,T1597,https://attack.mitre.org/techniques/T1597,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
ROMMONkit,attack-pattern--a6557c75-798f-42e4-be70-ab4502e0a3bc,T1542.004,https://attack.mitre.org/techniques/T1542/004,VMR,defense-evasion;persistence,Network Devices,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,ROMMONkit,False
Compiled HTML File,attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d,T1218.001,https://attack.mitre.org/techniques/T1218/001,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Network Share Connection Removal,attack-pattern--a750a9f6-0bde-4bb3-9aae-1e2786e9780c,T1070.005,https://attack.mitre.org/techniques/T1070/005,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Multi-hop Proxy,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d,T1090.003,https://attack.mitre.org/techniques/T1090/003,VMR,command-and-control,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Unix Shell,attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56,T1059.004,https://attack.mitre.org/techniques/T1059/004,VMR,execution,ESXi;Linux;macOS;Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Outlook Forms,attack-pattern--a9e2cea0-c805-4bf8-9e31-f5f0513a3634,T1137.003,https://attack.mitre.org/techniques/T1137/003,VMR,persistence,Windows;Office Suite,,R8_DEFAULT_VMR,no explicit rule fired,,True
Remote Access Hardware,attack-pattern--a9fb6b3f-4a3c-4703-a4f1-f55f83d1e017,T1219.003,https://attack.mitre.org/techniques/T1219/003,VMR,command-and-control,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Data Manipulation,attack-pattern--ac9e6b22-11bf-45d7-9181-c1cb08360931,T1565,https://attack.mitre.org/techniques/T1565,VMR,impact,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Inter-Process Communication,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d,T1559,https://attack.mitre.org/techniques/T1559,VMR,execution,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Data Obfuscation,attack-pattern--ad255bfe-a9e6-4b52-a258-8d3462abe842,T1001,https://attack.mitre.org/techniques/T1001,VMR,command-and-control,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Data from Network Shared Drive,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,T1039,https://attack.mitre.org/techniques/T1039,VMR,collection,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Web Services,attack-pattern--ae797531-3219-49a4-bccf-324ad7a4c7b2,T1584.006,https://attack.mitre.org/techniques/T1584/006,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Modify System Image,attack-pattern--ae7f3575-0a5e-427e-991b-fe03ad44c754,T1601,https://attack.mitre.org/techniques/T1601,VMR,defense-evasion,Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Hijack Execution Flow,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6,T1574,https://attack.mitre.org/techniques/T1574,VMR,defense-evasion;persistence;privilege-escalation,Linux;macOS;Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Hijack Execution Flow,False
Browser Fingerprint,attack-pattern--afac5dbc-4383-4fb6-9ba6-45b25d49e530,T1036.012,https://attack.mitre.org/techniques/T1036/012,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Lua,attack-pattern--afddee82-3385-4682-ad90-eeced33f2d07,T1059.011,https://attack.mitre.org/techniques/T1059/011,VMR,execution,Linux;Network Devices;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Indicator Removal from Tools,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,T1027.005,https://attack.mitre.org/techniques/T1027/005,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Non-Standard Port,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,T1571,https://attack.mitre.org/techniques/T1571,VMR,command-and-control,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Social Media Accounts,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928,T1585.001,https://attack.mitre.org/techniques/T1585/001,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Process Hollowing,attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4,T1055.012,https://attack.mitre.org/techniques/T1055/012,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exploitation for Privilege Escalation,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839,T1068,https://attack.mitre.org/techniques/T1068,VMR,privilege-escalation,Containers;Linux;macOS;Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Exploitation for Privilege Escalation,False
Resource Forking,attack-pattern--b22e5153-ac28-4cc6-865c-2054e36285cb,T1564.009,https://attack.mitre.org/techniques/T1564/009,VMR,defense-evasion,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Obfuscated Files or Information,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,T1027,https://attack.mitre.org/techniques/T1027,VMR,defense-evasion,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Remote Email Collection,attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a,T1114.002,https://attack.mitre.org/techniques/T1114/002,VMR,collection,Windows;Office Suite,,R8_DEFAULT_VMR,no explicit rule fired,,True
IIS Components,attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001,T1505.004,https://attack.mitre.org/techniques/T1505/004,VMR,persistence,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Invalid Code Signature,attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52,T1036.001,https://attack.mitre.org/techniques/T1036/001,VMR,defense-evasion,Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Run Virtual Instance,attack-pattern--b5327dd1-6bf9-4785-a199-25bcbd1f4a9d,T1564.006,https://attack.mitre.org/techniques/T1564/006,VMR,defense-evasion,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Polymorphic Code,attack-pattern--b577dfc1-0177-4522-8d5a-782127c8592b,T1027.014,https://attack.mitre.org/techniques/T1027/014,VMR,defense-evasion,Windows;macOS;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Unix Shell Configuration Modification,attack-pattern--b63a34e8-0a61-4c97-a23b-bf8a2ed812e2,T1546.004,https://attack.mitre.org/techniques/T1546/004,VMR,persistence;privilege-escalation,Linux;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Forced Authentication,attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2,T1187,https://attack.mitre.org/techniques/T1187,VMR,credential-access,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
SID-History Injection,attack-pattern--b7dc639b-24cd-482d-a7f1-8897eda21023,T1134.005,https://attack.mitre.org/techniques/T1134/005,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Network Boundary Bridging,attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166,T1599,https://attack.mitre.org/techniques/T1599,VMR,defense-evasion,Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Subvert Trust Controls,attack-pattern--b83e166d-13d7-4b52-8677-dff90c548fd7,T1553,https://attack.mitre.org/techniques/T1553,VMR,defense-evasion,Windows;macOS;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Elevated Execution with Prompt,attack-pattern--b84903f0-c7d5-435d-a69e-de47cc3578c0,T1548.004,https://attack.mitre.org/techniques/T1548/004,VMR,defense-evasion;privilege-escalation,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Firmware,attack-pattern--b85f6ce5-81e8-4f36-aff2-3df9d02a9c9d,T1592.003,https://attack.mitre.org/techniques/T1592/003,VMR,reconnaissance,PRE,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Firmware,False
Encrypted Channel,attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118,T1573,https://attack.mitre.org/techniques/T1573,VMR,command-and-control,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Authentication Package,attack-pattern--b8cfed42-6a8a-4989-ad72-541af74475ec,T1547.002,https://attack.mitre.org/techniques/T1547/002,VMR,persistence;privilege-escalation,Windows,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Authentication Package,False
Regsvr32,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,T1218.010,https://attack.mitre.org/techniques/T1218/010,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exfiltration to Text Storage Sites,attack-pattern--ba04e672-da86-4e69-aa15-0eca5db25f43,T1567.003,https://attack.mitre.org/techniques/T1567/003,VMR,exfiltration,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Software,attack-pattern--baf60e1a-afe5-4d31-830f-1b1ba2351884,T1592.002,https://attack.mitre.org/techniques/T1592/002,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Input Capture,attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,T1056,https://attack.mitre.org/techniques/T1056,VMR,collection;credential-access,Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exploits,attack-pattern--bbc3cba7-84ae-410d-b18b-16750731dfa2,T1587.004,https://attack.mitre.org/techniques/T1587/004,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Social Media,attack-pattern--bbe5b322-e2af-4a5e-9625-a4e62bf84ed3,T1593.001,https://attack.mitre.org/techniques/T1593/001,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Component Object Model Hijacking,attack-pattern--bc0f5e80-91c0-4e04-9fbb-e4e332c85dae,T1546.015,https://attack.mitre.org/techniques/T1546/015,VMR,persistence;privilege-escalation,Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Component Object Model Hijacking,False
Credentials,attack-pattern--bc76d0a4-db11-4551-9ac4-01a469cfb161,T1589.001,https://attack.mitre.org/techniques/T1589/001,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Compromise Software Supply Chain,attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00,T1195.002,https://attack.mitre.org/techniques/T1195/002,VMR,initial-access,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Rename Legitimate Utilities,attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b,T1036.003,https://attack.mitre.org/techniques/T1036/003,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Bidirectional Communication,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,T1102.002,https://attack.mitre.org/techniques/T1102/002,VMR,command-and-control,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exploitation for Client Execution,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,T1203,https://attack.mitre.org/techniques/T1203,VMR,execution,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Wordlist Scanning,attack-pattern--bed04f7d-e48a-4e76-bd0f-4c57fe31fc46,T1595.003,https://attack.mitre.org/techniques/T1595/003,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Email Bombing,attack-pattern--bed81616-3dde-4685-be6e-ba9820f9a7ed,T1667,https://attack.mitre.org/techniques/T1667,VMR,impact,Linux;Office Suite;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Spoof Security Alerting,attack-pattern--bef8aaee-961d-4359-a308-4c2182bcedff,T1562.011,https://attack.mitre.org/techniques/T1562/011,VMR,defense-evasion,Windows;macOS;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Outlook Home Page,attack-pattern--bf147104-abf9-4221-95d1-e81585859441,T1137.004,https://attack.mitre.org/techniques/T1137/004,VMR,persistence,Windows;Office Suite,,R8_DEFAULT_VMR,no explicit rule fired,,True
Asymmetric Cryptography,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada,T1573.002,https://attack.mitre.org/techniques/T1573/002,VMR,command-and-control,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exfiltration to Cloud Storage,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,T1567.002,https://attack.mitre.org/techniques/T1567/002,VMR,exfiltration,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Path Interception by Unquoted Path,attack-pattern--bf96a5a3-3bce-43b7-8597-88545984c07b,T1574.009,https://attack.mitre.org/techniques/T1574/009,VMR,defense-evasion;persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Install Digital Certificate,attack-pattern--c071d8c1-3b3a-4f22-9407-ca4e96921069,T1608.003,https://attack.mitre.org/techniques/T1608/003,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Startup Items,attack-pattern--c0dfe7b0-b873-4618-9ff8-53e31f70907f,T1037.005,https://attack.mitre.org/techniques/T1037/005,VMR,persistence;privilege-escalation,macOS,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Startup Items,False
System Language Discovery,attack-pattern--c1b68a96-3c48-49ea-a6c0-9b27359f9c19,T1614.001,https://attack.mitre.org/techniques/T1614/001,VMR,discovery,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Non-Application Layer Protocol,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,T1095,https://attack.mitre.org/techniques/T1095,VMR,command-and-control,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Steganography,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,T1027.003,https://attack.mitre.org/techniques/T1027/003,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
DNS Server,attack-pattern--c2f59d25-87fe-44aa-8f83-e8e59d077bf5,T1584.002,https://attack.mitre.org/techniques/T1584/002,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Protocol or Service Impersonation,attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc,T1001.003,https://attack.mitre.org/techniques/T1001/003,VMR,command-and-control,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Query Registry,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,T1012,https://attack.mitre.org/techniques/T1012,VMR,discovery,Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Query Registry,False
Data Transfer Size Limits,attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd,T1030,https://attack.mitre.org/techniques/T1030,VMR,exfiltration,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Domain Accounts,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,T1078.002,https://attack.mitre.org/techniques/T1078/002,VMR,defense-evasion;initial-access;persistence;privilege-escalation,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Regsvcs/Regasm,attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8,T1218.009,https://attack.mitre.org/techniques/T1218/009,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Python Startup Hooks,attack-pattern--c5087385-9b7c-4488-9923-d9e370bf08df,T1546.018,https://attack.mitre.org/techniques/T1546/018,VMR,persistence;privilege-escalation,Linux;macOS;Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Python Startup Hooks,False
Install Root Certificate,attack-pattern--c615231b-f253-4f58-9d47-d5b4cbdb6839,T1553.004,https://attack.mitre.org/techniques/T1553/004,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Network Logon Script,attack-pattern--c63a348e-ffc2-486a-b9d9-d7f11ec54d99,T1037.003,https://attack.mitre.org/techniques/T1037/003,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Compile After Delivery,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617,T1027.004,https://attack.mitre.org/techniques/T1027/004,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
VBA Stomping,attack-pattern--c898c4b5-bf36-4e6e-a4ad-5b8c4c13e35b,T1564.007,https://attack.mitre.org/techniques/T1564/007,VMR,defense-evasion,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
BITS Jobs,attack-pattern--c8e87b83-edbb-48d4-9295-4974897525b7,T1197,https://attack.mitre.org/techniques/T1197,VMR,defense-evasion;persistence,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
MSBuild,attack-pattern--c92e3d68-2349-49e4-a341-7edca2deff96,T1127.001,https://attack.mitre.org/techniques/T1127/001,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Domain Fronting,attack-pattern--ca9d3402-ada3-484d-876a-d717bd6e05f2,T1090.004,https://attack.mitre.org/techniques/T1090/004,VMR,command-and-control,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
ARP Cache Poisoning,attack-pattern--cabe189c-a0e3-4965-a473-dcff00f17213,T1557.002,https://attack.mitre.org/techniques/T1557/002,VMR,collection;credential-access,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Hidden Window,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,T1564.003,https://attack.mitre.org/techniques/T1564/003,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
ClickOnce,attack-pattern--cc279e50-df85-4c8e-be80-6dc2eda8849c,T1127.002,https://attack.mitre.org/techniques/T1127/002,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Python,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,T1059.006,https://attack.mitre.org/techniques/T1059/006,VMR,execution,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Relocate Malware,attack-pattern--cc36eeae-2209-4e63-89d3-c97e19edf280,T1070.010,https://attack.mitre.org/techniques/T1070/010,VMR,defense-evasion,Linux;macOS;Windows;Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Identify Roles,attack-pattern--cc723aff-ec88-40e3-a224-5af9fd983cc4,T1591.004,https://attack.mitre.org/techniques/T1591/004,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Data Encoding,attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f,T1132,https://attack.mitre.org/techniques/T1132,VMR,command-and-control,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
AppInit DLLs,attack-pattern--cc89ecbd-3d33-4a41-bcca-001e702d18fd,T1546.010,https://attack.mitre.org/techniques/T1546/010,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Phishing for Information,attack-pattern--cca0ccb6-a068-4574-a722-b1556f86833a,T1598,https://attack.mitre.org/techniques/T1598,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Establish Accounts,attack-pattern--cdfc5f0a-9bb9-4352-b896-553cfa2d8fd8,T1585,https://attack.mitre.org/techniques/T1585,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Obtain Capabilities,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1,T1588,https://attack.mitre.org/techniques/T1588,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Screensaver,attack-pattern--ce4b7013-640e-48a9-b501-d0025a95f4bf,T1546.002,https://attack.mitre.org/techniques/T1546/002,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Transmitted Data Manipulation,attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6,T1565.002,https://attack.mitre.org/techniques/T1565/002,VMR,impact,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Launch Agent,attack-pattern--d10cbd34-42e3-45c0-84d2-535a09849584,T1543.001,https://attack.mitre.org/techniques/T1543/001,VMR,persistence;privilege-escalation,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
System Services,attack-pattern--d157f9d2-d09a-4efa-bb2a-64963f94e253,T1569,https://attack.mitre.org/techniques/T1569,VMR,execution,Windows;macOS;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Windows Command Shell,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,T1059.003,https://attack.mitre.org/techniques/T1059/003,VMR,execution,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Acquire Access,attack-pattern--d21bb61f-08ad-4dc1-b001-81ca6cb79954,T1650,https://attack.mitre.org/techniques/T1650,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Patch System Image,attack-pattern--d245808a-7086-4310-984a-a84aaaa43f8f,T1601.001,https://attack.mitre.org/techniques/T1601/001,VMR,defense-evasion,Network Devices,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Patch System Image,False
Silver Ticket,attack-pattern--d273434a-448e-4598-8e14-607f4a0d5e27,T1558.002,https://attack.mitre.org/techniques/T1558/002,VMR,credential-access,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Clear Persistence,attack-pattern--d2c4e5ea-dbdf-4113-805a-b1e2a337fb33,T1070.009,https://attack.mitre.org/techniques/T1070/009,VMR,defense-evasion,ESXi;Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Hypervisor CLI,attack-pattern--d2d642da-61ff-4211-b4df-7923c9ca220c,T1059.012,https://attack.mitre.org/techniques/T1059/012,VMR,execution,ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Windows Credential Manager,attack-pattern--d336b553-5da9-46ca-98a8-0b23f49fb447,T1555.004,https://attack.mitre.org/techniques/T1555/004,VMR,credential-access,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Hardware Additions,attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9,T1200,https://attack.mitre.org/techniques/T1200,VMR,initial-access,Windows;Linux;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Remote Desktop Software,attack-pattern--d4287702-e2f7-4946-bdfa-2c7f5aaa5032,T1219.002,https://attack.mitre.org/techniques/T1219/002,VMR,command-and-control,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Server Software Component,attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb,T1505,https://attack.mitre.org/techniques/T1505,VMR,persistence,Windows;Linux;macOS;Network Devices;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Non-Standard Encoding,attack-pattern--d467bc38-284b-4a00-96ac-125f447799fc,T1132.002,https://attack.mitre.org/techniques/T1132/002,VMR,command-and-control,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Domain Controller Authentication,attack-pattern--d4b96d2c-1032-4b22-9235-2b5b649d0605,T1556.001,https://attack.mitre.org/techniques/T1556/001,VMR,credential-access;defense-evasion;persistence,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
HTML Smuggling,attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb,T1027.006,https://attack.mitre.org/techniques/T1027/006,VMR,defense-evasion,Windows;Linux;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Reversible Encryption,attack-pattern--d50955c2-272d-4ac8-95da-10c29dda1c48,T1556.005,https://attack.mitre.org/techniques/T1556/005,VMR,credential-access;defense-evasion;persistence,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Command Obfuscation,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,T1027.010,https://attack.mitre.org/techniques/T1027/010,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
File Deletion,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,T1070.004,https://attack.mitre.org/techniques/T1070/004,VMR,defense-evasion,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Installer Packages,attack-pattern--da051493-ae9c-4b1b-9760-c009c46c9b56,T1546.016,https://attack.mitre.org/techniques/T1546/016,VMR,persistence;privilege-escalation,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Scanning IP Blocks,attack-pattern--db8f5003-3b20-48f0-9b76-123e44208120,T1595.001,https://attack.mitre.org/techniques/T1595/001,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
